Algoritmo,Tamano_Matriz,Num_Hilos,Repeticion,Tiempo_usec
mmClasicaPosix,1500,12,30,4346246
mmClasicaPosix,1500,16,1,4293990
mmClasicaPosix,1500,16,2,4307600
mmClasicaPosix,1500,16,3,4285009
mmClasicaPosix,1500,16,4,4468910
mmClasicaPosix,1500,16,5,4343863
mmClasicaPosix,1500,16,6,4352757
mmClasicaPosix,1500,16,7,4341235
mmClasicaPosix,1500,16,8,4288011
mmClasicaPosix,1500,16,9,4315901
mmClasicaPosix,1500,16,10,4321465
mmClasicaPosix,1500,16,11,4603128
mmClasicaPosix,1500,16,12,4367357
mmClasicaPosix,1500,16,13,4244974
mmClasicaPosix,1500,16,14,4350193
mmClasicaPosix,1500,16,15,4142221
mmClasicaPosix,1500,16,16,4258444
mmClasicaPosix,1500,16,17,4362014
mmClasicaPosix,1500,16,18,4203621
mmClasicaPosix,1500,16,19,4227976
mmClasicaPosix,1500,16,20,4287233
mmClasicaPosix,1500,16,21,4353709
mmClasicaPosix,1500,16,22,4240514
mmClasicaPosix,1500,16,23,4218513
mmClasicaPosix,1500,16,24,4333695
mmClasicaPosix,1500,16,25,4282622
mmClasicaPosix,1500,16,26,4331589
mmClasicaPosix,1500,16,27,4303099
mmClasicaPosix,1500,16,28,4236266
mmClasicaPosix,1500,16,29,4249418
mmClasicaPosix,1500,16,30,4192871
mmClasicaFork,100,1,1,11444
mmClasicaFork,100,1,2,11894
mmClasicaFork,100,1,3,6426
mmClasicaFork,100,1,4,10551
mmClasicaFork,100,1,5,9379
mmClasicaFork,100,1,6,11847
mmClasicaFork,100,1,7,12100
mmClasicaFork,100,1,8,11818
mmClasicaFork,100,1,9,11814
mmClasicaFork,100,1,10,12297
mmClasicaFork,100,1,11,11980
mmClasicaFork,100,1,12,12248
mmClasicaFork,100,1,13,12164
mmClasicaFork,100,1,14,12000
mmClasicaFork,100,1,15,11874
mmClasicaFork,100,1,16,12119
mmClasicaFork,100,1,17,11806
mmClasicaFork,100,1,18,11950
mmClasicaFork,100,1,19,11824
mmClasicaFork,100,1,20,12126
mmClasicaFork,100,1,21,12093
mmClasicaFork,100,1,22,11845
mmClasicaFork,100,1,23,11977
mmClasicaFork,100,1,24,11891
mmClasicaFork,100,1,25,11344
mmClasicaFork,100,1,26,13253
mmClasicaFork,100,1,27,12599
mmClasicaFork,100,1,28,5539
mmClasicaFork,100,1,29,12550
mmClasicaFork,100,1,30,11928
mmClasicaFork,100,2,1,5557
mmClasicaFork,100,2,2,6915
mmClasicaFork,100,2,3,7323
mmClasicaFork,100,2,4,5891
mmClasicaFork,100,2,5,9000
mmClasicaFork,100,2,6,6684
mmClasicaFork,100,2,7,7858
mmClasicaFork,100,2,8,7048
mmClasicaFork,100,2,9,6341
mmClasicaFork,100,2,10,7020
mmClasicaFork,100,2,11,6727
mmClasicaFork,100,2,12,7194
mmClasicaFork,100,2,13,6624
mmClasicaFork,100,2,14,6743
mmClasicaFork,100,2,15,6839
mmClasicaFork,100,2,16,6590
mmClasicaFork,100,2,17,7774
mmClasicaFork,100,2,18,6262
mmClasicaFork,100,2,19,6593
mmClasicaFork,100,2,20,6834
mmClasicaFork,100,2,21,6933
mmClasicaFork,100,2,22,7126
mmClasicaFork,100,2,23,7039
mmClasicaFork,100,2,24,6212
mmClasicaFork,100,2,25,6312
mmClasicaFork,100,2,26,7508
mmClasicaFork,100,2,27,6399
mmClasicaFork,100,2,28,6395
mmClasicaFork,100,2,29,7802
mmClasicaFork,100,2,30,7171
mmClasicaFork,100,4,1,6837
mmClasicaFork,100,4,2,6392
mmClasicaFork,100,4,3,5353
mmClasicaFork,100,4,4,5476
mmClasicaFork,100,4,5,11301
mmClasicaFork,100,4,6,5183
mmClasicaFork,100,4,7,4355
mmClasicaFork,100,4,8,5047
mmClasicaFork,100,4,9,5152
mmClasicaFork,100,4,10,5038
mmClasicaFork,100,4,11,4982
mmClasicaFork,100,4,12,4392
mmClasicaFork,100,4,13,4494
mmClasicaFork,100,4,14,4191
mmClasicaFork,100,4,15,5096
mmClasicaFork,100,4,16,4707
mmClasicaFork,100,4,17,5656
mmClasicaFork,100,4,18,6330
mmClasicaFork,100,4,19,5616
mmClasicaFork,100,4,20,4587
mmClasicaFork,100,4,21,5288
mmClasicaFork,100,4,22,4319
mmClasicaFork,100,4,23,4355
mmClasicaFork,100,4,24,4996
mmClasicaFork,100,4,25,5675
mmClasicaFork,100,4,26,4967
mmClasicaFork,100,4,27,5110
mmClasicaFork,100,4,28,4749
mmClasicaFork,100,4,29,5091
mmClasicaFork,100,4,30,7355
mmClasicaFork,100,8,1,6639
mmClasicaFork,100,8,2,7912
mmClasicaFork,100,8,3,7754
mmClasicaFork,100,8,4,7959
mmClasicaFork,100,8,5,15826
mmClasicaFork,100,8,6,5816
mmClasicaFork,100,8,7,5949
mmClasicaFork,100,8,8,6636
mmClasicaFork,100,8,9,5648
mmClasicaFork,100,8,10,6150
mmClasicaFork,100,8,11,5349
mmClasicaFork,100,8,12,5719
mmClasicaFork,100,8,13,6255
mmClasicaFork,100,8,14,6250
mmClasicaFork,100,8,15,5786
mmClasicaFork,100,8,16,6784
mmClasicaFork,100,8,17,6385
mmClasicaFork,100,8,18,7258
mmClasicaFork,100,8,19,5856
mmClasicaFork,100,8,20,6692
mmClasicaFork,100,8,21,6025
mmClasicaFork,100,8,22,7988
mmClasicaFork,100,8,23,6160
mmClasicaFork,100,8,24,5661
mmClasicaFork,100,8,25,6329
mmClasicaFork,100,8,26,7201
mmClasicaFork,100,8,27,7356
mmClasicaFork,100,8,28,6788
mmClasicaFork,100,8,29,5552
mmClasicaFork,100,8,30,6261
mmClasicaFork,100,12,1,7449
mmClasicaFork,100,12,2,7668
mmClasicaFork,100,12,3,8076
mmClasicaFork,100,12,4,7420
mmClasicaFork,100,12,5,15816
mmClasicaFork,100,12,6,5825
mmClasicaFork,100,12,7,6006
mmClasicaFork,100,12,8,7132
mmClasicaFork,100,12,9,7061
mmClasicaFork,100,12,10,7574
mmClasicaFork,100,12,11,7386
mmClasicaFork,100,12,12,7726
mmClasicaFork,100,12,13,7209
mmClasicaFork,100,12,14,7342
mmClasicaFork,100,12,15,7237
mmClasicaFork,100,12,16,7445
mmClasicaFork,100,12,17,7974
mmClasicaFork,100,12,18,7096
mmClasicaFork,100,12,19,7103
mmClasicaFork,100,12,20,7682
mmClasicaFork,100,12,21,7124
mmClasicaFork,100,12,22,7953
mmClasicaFork,100,12,23,6979
mmClasicaFork,100,12,24,7136
mmClasicaFork,100,12,25,6230
mmClasicaFork,100,12,26,6067
mmClasicaFork,100,12,27,6394
mmClasicaFork,100,12,28,6778
mmClasicaFork,100,12,29,7759
mmClasicaFork,100,12,30,7099
mmClasicaFork,100,16,1,9977
mmClasicaFork,100,16,2,9504
mmClasicaFork,100,16,3,8733
mmClasicaFork,100,16,4,13669
mmClasicaFork,100,16,5,8925
mmClasicaFork,100,16,6,8348
mmClasicaFork,100,16,7,7811
mmClasicaFork,100,16,8,7451
mmClasicaFork,100,16,9,8700
mmClasicaFork,100,16,10,9034
mmClasicaFork,100,16,11,9595
mmClasicaFork,100,16,12,8504
mmClasicaFork,100,16,13,7548
mmClasicaFork,100,16,14,7820
mmClasicaFork,100,16,15,7881
mmClasicaFork,100,16,16,8416
mmClasicaFork,100,16,17,8303
mmClasicaFork,100,16,18,8340
mmClasicaFork,100,16,19,7323
mmClasicaFork,100,16,20,7583
mmClasicaFork,100,16,21,8665
mmClasicaFork,100,16,22,7968
mmClasicaFork,100,16,23,7791
mmClasicaFork,100,16,24,7830
mmClasicaFork,100,16,25,7384
mmClasicaFork,100,16,26,7492
mmClasicaFork,100,16,27,8598
mmClasicaFork,100,16,28,7723
mmClasicaFork,100,16,29,8276
mmClasicaFork,100,16,30,8368
mmClasicaFork,500,1,1,602784
mmClasicaFork,500,1,2,583825
mmClasicaFork,500,1,3,585737
mmClasicaFork,500,1,4,606901
mmClasicaFork,500,1,5,581033
mmClasicaFork,500,1,6,584261
mmClasicaFork,500,1,7,576693
mmClasicaFork,500,1,8,618991
mmClasicaFork,500,1,9,595242
mmClasicaFork,500,1,10,636946
mmClasicaFork,500,1,11,665842
mmClasicaFork,500,1,12,586489
mmClasicaFork,500,1,13,590886
mmClasicaFork,500,1,14,586376
mmClasicaFork,500,1,15,633525
mmClasicaFork,500,1,16,592783
mmClasicaFork,500,1,17,585810
mmClasicaFork,500,1,18,586430
mmClasicaFork,500,1,19,598411
mmClasicaFork,500,1,20,593139
mmClasicaFork,500,1,21,561235
mmClasicaFork,500,1,22,597876
mmClasicaFork,500,1,23,639743
mmClasicaFork,500,1,24,643636
mmClasicaFork,500,1,25,565117
mmClasicaFork,500,1,26,575478
mmClasicaFork,500,1,27,575670
mmClasicaFork,500,1,28,590140
mmClasicaFork,500,1,29,593122
mmClasicaFork,500,1,30,666086
mmClasicaFork,500,2,1,327388
mmClasicaFork,500,2,2,339819
mmClasicaFork,500,2,3,377469
mmClasicaFork,500,2,4,340502
mmClasicaFork,500,2,5,315723
mmClasicaFork,500,2,6,374185
mmClasicaFork,500,2,7,319501
mmClasicaFork,500,2,8,335121
mmClasicaFork,500,2,9,362518
mmClasicaFork,500,2,10,318356
mmClasicaFork,500,2,11,337639
mmClasicaFork,500,2,12,329634
mmClasicaFork,500,2,13,339601
mmClasicaFork,500,2,14,321587
mmClasicaFork,500,2,15,369785
mmClasicaFork,500,2,16,327710
mmClasicaFork,500,2,17,342733
mmClasicaFork,500,2,18,399993
mmClasicaFork,500,2,19,329843
mmClasicaFork,500,2,20,322519
mmClasicaFork,500,2,21,324962
mmClasicaFork,500,2,22,329338
mmClasicaFork,500,2,23,328227
mmClasicaFork,500,2,24,370218
mmClasicaFork,500,2,25,340539
mmClasicaFork,500,2,26,362072
mmClasicaFork,500,2,27,428268
mmClasicaFork,500,2,28,350212
mmClasicaFork,500,2,29,328835
mmClasicaFork,500,2,30,386951
mmClasicaFork,500,4,1,195930
mmClasicaFork,500,4,2,190597
mmClasicaFork,500,4,3,194267
mmClasicaFork,500,4,4,186915
mmClasicaFork,500,4,5,188773
mmClasicaFork,500,4,6,186846
mmClasicaFork,500,4,7,188251
mmClasicaFork,500,4,8,195318
mmClasicaFork,500,4,9,186929
mmClasicaFork,500,4,10,192553
mmClasicaFork,500,4,11,187657
mmClasicaFork,500,4,12,201715
mmClasicaFork,500,4,13,218057
mmClasicaFork,500,4,14,215712
mmClasicaFork,500,4,15,213508
mmClasicaFork,500,4,16,195656
mmClasicaFork,500,4,17,200601
mmClasicaFork,500,4,18,236319
mmClasicaFork,500,4,19,187926
mmClasicaFork,500,4,20,204197
mmClasicaFork,500,4,21,192196
mmClasicaFork,500,4,22,203383
mmClasicaFork,500,4,23,193710
mmClasicaFork,500,4,24,191807
mmClasicaFork,500,4,25,195008
mmClasicaFork,500,4,26,190264
mmClasicaFork,500,4,27,198808
mmClasicaFork,500,4,28,199414
mmClasicaFork,500,4,29,195950
mmClasicaFork,500,4,30,186144
mmClasicaFork,500,8,1,195817
mmClasicaFork,500,8,2,200185
mmClasicaFork,500,8,3,180608
mmClasicaFork,500,8,4,176518
mmClasicaFork,500,8,5,191777
mmClasicaFork,500,8,6,181723
mmClasicaFork,500,8,7,183814
mmClasicaFork,500,8,8,176168
mmClasicaFork,500,8,9,174704
mmClasicaFork,500,8,10,178265
mmClasicaFork,500,8,11,188797
mmClasicaFork,500,8,12,172654
mmClasicaFork,500,8,13,169203
mmClasicaFork,500,8,14,190085
mmClasicaFork,500,8,15,176213
mmClasicaFork,500,8,16,185359
mmClasicaFork,500,8,17,190328
mmClasicaFork,500,8,18,178349
mmClasicaFork,500,8,19,180780
mmClasicaFork,500,8,20,178028
mmClasicaFork,500,8,21,174240
mmClasicaFork,500,8,22,170872
mmClasicaFork,500,8,23,173906
mmClasicaFork,500,8,24,178576
mmClasicaFork,500,8,25,187033
mmClasicaFork,500,8,26,177919
mmClasicaFork,500,8,27,189055
mmClasicaFork,500,8,28,188128
mmClasicaFork,500,8,29,185761
mmClasicaFork,500,8,30,186975
mmClasicaFork,500,12,1,196782
mmClasicaFork,500,12,2,174338
mmClasicaFork,500,12,3,189103
mmClasicaFork,500,12,4,171583
mmClasicaFork,500,12,5,192175
mmClasicaFork,500,12,6,183356
mmClasicaFork,500,12,7,198231
mmClasicaFork,500,12,8,190675
mmClasicaFork,500,12,9,186616
mmClasicaFork,500,12,10,180365
mmClasicaFork,500,12,11,186851
mmClasicaFork,500,12,12,169700
mmClasicaFork,500,12,13,170051
mmClasicaFork,500,12,14,196186
mmClasicaFork,500,12,15,201191
mmClasicaFork,500,12,16,189008
mmClasicaFork,500,12,17,186628
mmClasicaFork,500,12,18,181839
mmClasicaFork,500,12,19,183974
mmClasicaFork,500,12,20,191448
mmClasicaFork,500,12,21,181318
mmClasicaFork,500,12,22,188100
mmClasicaFork,500,12,23,186230
mmClasicaFork,500,12,24,186178
mmClasicaFork,500,12,25,194321
mmClasicaFork,500,12,26,192027
mmClasicaFork,500,12,27,197789
mmClasicaFork,500,12,28,190056
mmClasicaFork,500,12,29,199502
mmClasicaFork,500,12,30,193301
mmClasicaFork,500,16,1,202782
mmClasicaFork,500,16,2,185403
mmClasicaFork,500,16,3,179937
mmClasicaFork,500,16,4,180474
mmClasicaFork,500,16,5,176974
mmClasicaFork,500,16,6,182852
mmClasicaFork,500,16,7,181297
mmClasicaFork,500,16,8,179376
mmClasicaFork,500,16,9,182937
mmClasicaFork,500,16,10,180525
mmClasicaFork,500,16,11,189695
mmClasicaFork,500,16,12,173789
mmClasicaFork,500,16,13,172123
mmClasicaFork,500,16,14,193678
mmClasicaFork,500,16,15,182460
mmClasicaFork,500,16,16,175770
mmClasicaFork,500,16,17,171386
mmClasicaFork,500,16,18,197071
mmClasicaFork,500,16,19,187187
mmClasicaFork,500,16,20,176584
mmClasicaFork,500,16,21,168662
mmClasicaFork,500,16,22,177955
mmClasicaFork,500,16,23,178303
mmClasicaFork,500,16,24,182235
mmClasicaFork,500,16,25,179802
mmClasicaFork,500,16,26,176122
mmClasicaFork,500,16,27,172889
mmClasicaFork,500,16,28,167313
mmClasicaFork,500,16,29,173921
mmClasicaFork,500,16,30,202822
mmClasicaFork,1000,1,1,4775166
mmClasicaFork,1000,1,2,4713094
mmClasicaFork,1000,1,3,4795726
mmClasicaFork,1000,1,4,4899541
mmClasicaFork,1000,1,5,4909511
mmClasicaFork,1000,1,6,4832096
mmClasicaFork,1000,1,7,5068945
mmClasicaFork,1000,1,8,5114878
mmClasicaFork,1000,1,9,4762458
mmClasicaFork,1000,1,10,4705137
mmClasicaFork,1000,1,11,4630841
mmClasicaFork,1000,1,12,4647528
mmClasicaFork,1000,1,13,4871323
mmClasicaFork,1000,1,14,5400262
mmClasicaFork,1000,1,15,4630031
mmClasicaFork,1000,1,16,4676524
mmClasicaFork,1000,1,17,5325100
mmClasicaFork,1000,1,18,4597653
mmClasicaFork,1000,1,19,5005924
mmClasicaFork,1000,1,20,5261347
mmClasicaFork,1000,1,21,4539131
mmClasicaFork,1000,1,22,4649735
mmClasicaFork,1000,1,23,4633568
mmClasicaFork,1000,1,24,5007866
mmClasicaFork,1000,1,25,4874140
mmClasicaFork,1000,1,26,4888546
mmClasicaFork,1000,1,27,4633674
mmClasicaFork,1000,1,28,4980792
mmClasicaFork,1000,1,29,4949930
mmClasicaFork,1000,1,30,4878564
mmClasicaFork,1000,2,1,2406895
mmClasicaFork,1000,2,2,2492878
mmClasicaFork,1000,2,3,2442339
mmClasicaFork,1000,2,4,2763625
mmClasicaFork,1000,2,5,2485912
mmClasicaFork,1000,2,6,2633552
mmClasicaFork,1000,2,7,2372995
mmClasicaFork,1000,2,8,2894089
mmClasicaFork,1000,2,9,2799885
mmClasicaFork,1000,2,10,2602515
mmClasicaFork,1000,2,11,2773295
mmClasicaFork,1000,2,12,2553644
mmClasicaFork,1000,2,13,2610129
mmClasicaFork,1000,2,14,2476805
mmClasicaFork,1000,2,15,2402219
mmClasicaFork,1000,2,16,2637204
mmClasicaFork,1000,2,17,2402084
mmClasicaFork,1000,2,18,2635606
mmClasicaFork,1000,2,19,2324830
mmClasicaFork,1000,2,20,2394049
mmClasicaFork,1000,2,21,2510326
mmClasicaFork,1000,2,22,2400811
mmClasicaFork,1000,2,23,2708069
mmClasicaFork,1000,2,24,2755879
mmClasicaFork,1000,2,25,2605088
mmClasicaFork,1000,2,26,2306411
mmClasicaFork,1000,2,27,2511067
mmClasicaFork,1000,2,28,2356885
mmClasicaFork,1000,2,29,2481124
mmClasicaFork,1000,2,30,2706830
mmClasicaFork,1000,4,1,1299107
mmClasicaFork,1000,4,2,1317240
mmClasicaFork,1000,4,3,1300606
mmClasicaFork,1000,4,4,1195807
mmClasicaFork,1000,4,5,1206271
mmClasicaFork,1000,4,6,1203041
mmClasicaFork,1000,4,7,1184598
mmClasicaFork,1000,4,8,1180273
mmClasicaFork,1000,4,9,1256966
mmClasicaFork,1000,4,10,1167642
mmClasicaFork,1000,4,11,1234275
mmClasicaFork,1000,4,12,1311219
mmClasicaFork,1000,4,13,1167954
mmClasicaFork,1000,4,14,1232747
mmClasicaFork,1000,4,15,1178143
mmClasicaFork,1000,4,16,1262387
mmClasicaFork,1000,4,17,1174420
mmClasicaFork,1000,4,18,1255030
mmClasicaFork,1000,4,19,1257412
mmClasicaFork,1000,4,20,1191105
mmClasicaFork,1000,4,21,1253125
mmClasicaFork,1000,4,22,1183230
mmClasicaFork,1000,4,23,1252631
mmClasicaFork,1000,4,24,1209828
mmClasicaFork,1000,4,25,1260625
mmClasicaFork,1000,4,26,1279167
mmClasicaFork,1000,4,27,1162223
mmClasicaFork,1000,4,28,1211508
mmClasicaFork,1000,4,29,1220317
mmClasicaFork,1000,4,30,1251804
mmClasicaFork,1000,8,1,1187762
mmClasicaFork,1000,8,2,1122959
mmClasicaFork,1000,8,3,1093778
mmClasicaFork,1000,8,4,1133852
mmClasicaFork,1000,8,5,1116456
mmClasicaFork,1000,8,6,1125979
mmClasicaFork,1000,8,7,1095911
mmClasicaFork,1000,8,8,1105946
mmClasicaFork,1000,8,9,1090812
mmClasicaFork,1000,8,10,1078523
mmClasicaFork,1000,8,11,1080887
mmClasicaFork,1000,8,12,1103630
mmClasicaFork,1000,8,13,1265665
mmClasicaFork,1000,8,14,1158984
mmClasicaFork,1000,8,15,1200388
mmClasicaFork,1000,8,16,1216545
mmClasicaFork,1000,8,17,1188946
mmClasicaFork,1000,8,18,1197474
mmClasicaFork,1000,8,19,1167388
mmClasicaFork,1000,8,20,1190131
mmClasicaFork,1000,8,21,1155841
mmClasicaFork,1000,8,22,1248548
mmClasicaFork,1000,8,23,1168776
mmClasicaFork,1000,8,24,1232265
mmClasicaFork,1000,8,25,1165283
mmClasicaFork,1000,8,26,1186550
mmClasicaFork,1000,8,27,1166002
mmClasicaFork,1000,8,28,1188209
mmClasicaFork,1000,8,29,1182260
mmClasicaFork,1000,8,30,1273086
mmClasicaFork,1000,12,1,1247476
mmClasicaFork,1000,12,2,1224631
mmClasicaFork,1000,12,3,1156210
mmClasicaFork,1000,12,4,1155723
mmClasicaFork,1000,12,5,1147509
mmClasicaFork,1000,12,6,1187936
mmClasicaFork,1000,12,7,1183178
mmClasicaFork,1000,12,8,1186972
mmClasicaFork,1000,12,9,1219987
mmClasicaFork,1000,12,10,1217919
mmClasicaFork,1000,12,11,1191793
mmClasicaFork,1000,12,12,1206074
mmClasicaFork,1000,12,13,1200506
mmClasicaFork,1000,12,14,1176630
mmClasicaFork,1000,12,15,1183917
mmClasicaFork,1000,12,16,1201776
mmClasicaFork,1000,12,17,1346157
mmClasicaFork,1000,12,18,1181314
mmClasicaFork,1000,12,19,1197567
mmClasicaFork,1000,12,20,1268416
mmClasicaFork,1000,12,21,1192484
mmClasicaFork,1000,12,22,1199458
mmClasicaFork,1000,12,23,1239119
mmClasicaFork,1000,12,24,1224175
mmClasicaFork,1000,12,25,1195132
mmClasicaFork,1000,12,26,1238345
mmClasicaFork,1000,12,27,1224601
mmClasicaFork,1000,12,28,1220767
mmClasicaFork,1000,12,29,1174131
mmClasicaFork,1000,12,30,1209748
mmClasicaFork,1000,16,1,1202182
mmClasicaFork,1000,16,2,1219716
mmClasicaFork,1000,16,3,1201224
mmClasicaFork,1000,16,4,1218192
mmClasicaFork,1000,16,5,1177970
mmClasicaFork,1000,16,6,1160161
mmClasicaFork,1000,16,7,1217427
mmClasicaFork,1000,16,8,1201125
mmClasicaFork,1000,16,9,1218248
mmClasicaFork,1000,16,10,1308133
mmClasicaFork,1000,16,11,1187021
mmClasicaFork,1000,16,12,1231822
mmClasicaFork,1000,16,13,1194746
mmClasicaFork,1000,16,14,1185353
mmClasicaFork,1000,16,15,1198795
mmClasicaFork,1000,16,16,1206245
mmClasicaFork,1000,16,17,1211291
mmClasicaFork,1000,16,18,1216766
mmClasicaFork,1000,16,19,1225135
mmClasicaFork,1000,16,20,1190786
mmClasicaFork,1000,16,21,1207336
mmClasicaFork,1000,16,22,1189579
mmClasicaFork,1000,16,23,1194245
mmClasicaFork,1000,16,24,1190880
mmClasicaFork,1000,16,25,1164369
mmClasicaFork,1000,16,26,1166696
mmClasicaFork,1000,16,27,1211914
mmClasicaFork,1000,16,28,1201246
mmClasicaFork,1000,16,29,1225041
mmClasicaFork,1000,16,30,1235246
mmClasicaFork,1500,1,1,20995403
mmClasicaFork,1500,1,2,21965753
mmClasicaFork,1500,1,3,21775678
mmClasicaFork,1500,1,4,22277823
mmClasicaFork,1500,1,5,22112569
mmClasicaFork,1500,1,6,22753681
mmClasicaFork,1500,1,7,21997379
mmClasicaFork,1500,1,8,19780712
mmClasicaFork,1500,1,9,22026223
mmClasicaFork,1500,1,10,21687098
mmClasicaFork,1500,1,11,22135642
mmClasicaFork,1500,1,12,22036808
mmClasicaFork,1500,1,13,22670239
mmClasicaFork,1500,1,14,21879235
mmClasicaFork,1500,1,15,22306587
mmClasicaFork,1500,1,16,21987739
mmClasicaFork,1500,1,17,22068615
mmClasicaFork,1500,1,18,22348052
mmClasicaFork,1500,1,19,22262579
mmClasicaFork,1500,1,20,21237516
mmClasicaFork,1500,1,21,20850200
mmClasicaFork,1500,1,22,19039564
mmClasicaFork,1500,1,23,21913331
mmClasicaFork,1500,1,24,19885683
mmClasicaFork,1500,1,25,21006775
mmClasicaFork,1500,1,26,22007330
mmClasicaFork,1500,1,27,21984136
mmClasicaFork,1500,1,28,20743688
mmClasicaFork,1500,1,29,21038375
mmClasicaFork,1500,1,30,21266589
mmClasicaFork,1500,2,1,10703599
mmClasicaFork,1500,2,2,11061649
mmClasicaFork,1500,2,3,10783169
mmClasicaFork,1500,2,4,11481752
mmClasicaFork,1500,2,5,10688439
mmClasicaFork,1500,2,6,10671621
mmClasicaFork,1500,2,7,10773339
mmClasicaFork,1500,2,8,10733750
mmClasicaFork,1500,2,9,11188707
mmClasicaFork,1500,2,10,10695625
mmClasicaFork,1500,2,11,11002838
mmClasicaFork,1500,2,12,10323981
mmClasicaFork,1500,2,13,10721792
mmClasicaFork,1500,2,14,10760213
mmClasicaFork,1500,2,15,10644547
mmClasicaFork,1500,2,16,10636347
mmClasicaFork,1500,2,17,10872495
mmClasicaFork,1500,2,18,11132495
mmClasicaFork,1500,2,19,10652401
mmClasicaFork,1500,2,20,10876956
mmClasicaFork,1500,2,21,9258710
mmClasicaFork,1500,2,22,10372495
mmClasicaFork,1500,2,23,11220803
mmClasicaFork,1500,2,24,10945116
mmClasicaFork,1500,2,25,10802287
mmClasicaFork,1500,2,26,11462593
mmClasicaFork,1500,2,27,11433131
mmClasicaFork,1500,2,28,11133645
mmClasicaFork,1500,2,29,10782389
mmClasicaFork,1500,2,30,10872224
mmClasicaFork,1500,4,1,5118456
mmClasicaFork,1500,4,2,5068719
mmClasicaFork,1500,4,3,5019598
mmClasicaFork,1500,4,4,5120356
mmClasicaFork,1500,4,5,5168703
mmClasicaFork,1500,4,6,4929474
mmClasicaFork,1500,4,7,4966404
mmClasicaFork,1500,4,8,5000120
mmClasicaFork,1500,4,9,5108734
mmClasicaFork,1500,4,10,4978193
mmClasicaFork,1500,4,11,5060004
mmClasicaFork,1500,4,12,4979464
mmClasicaFork,1500,4,13,4977767
mmClasicaFork,1500,4,14,4951974
mmClasicaFork,1500,4,15,5285249
mmClasicaFork,1500,4,16,4968224
mmClasicaFork,1500,4,17,5229070
mmClasicaFork,1500,4,18,4970207
mmClasicaFork,1500,4,19,4951285
mmClasicaFork,1500,4,20,4916692
mmClasicaFork,1500,4,21,5067001
mmClasicaFork,1500,4,22,5048897
mmClasicaFork,1500,4,23,5041855
mmClasicaFork,1500,4,24,5028812
mmClasicaFork,1500,4,25,4974672
mmClasicaFork,1500,4,26,4960965
mmClasicaFork,1500,4,27,5007028
mmClasicaFork,1500,4,28,5117094
mmClasicaFork,1500,4,29,5084853
mmClasicaFork,1500,4,30,5149822
mmClasicaFork,1500,8,1,4599458
mmClasicaFork,1500,8,2,4398153
mmClasicaFork,1500,8,3,3925375
mmClasicaFork,1500,8,4,4474551
mmClasicaFork,1500,8,5,4868686
mmClasicaFork,1500,8,6,4696718
mmClasicaFork,1500,8,7,4667961
mmClasicaFork,1500,8,8,4594318
mmClasicaFork,1500,8,9,4656913
mmClasicaFork,1500,8,10,4800937
mmClasicaFork,1500,8,11,4536326
mmClasicaFork,1500,8,12,4569197
mmClasicaFork,1500,8,13,4670602
mmClasicaFork,1500,8,14,4534642
mmClasicaFork,1500,8,15,4594467
mmClasicaFork,1500,8,16,4561670
mmClasicaFork,1500,8,17,4553673
mmClasicaFork,1500,8,18,4599426
mmClasicaFork,1500,8,19,4512353
mmClasicaFork,1500,8,20,4459072
mmClasicaFork,1500,8,21,4517947
mmClasicaFork,1500,8,22,3857451
mmClasicaFork,1500,8,23,3837981
mmClasicaFork,1500,8,24,3824733
mmClasicaFork,1500,8,25,4260886
mmClasicaFork,1500,8,26,4590050
mmClasicaFork,1500,8,27,4529782
mmClasicaFork,1500,8,28,4605032
mmClasicaFork,1500,8,29,4531576
mmClasicaFork,1500,8,30,4530319
mmClasicaFork,1500,12,1,4637936
mmClasicaFork,1500,12,2,4420260
mmClasicaFork,1500,12,3,4466526
mmClasicaFork,1500,12,4,4393289
mmClasicaFork,1500,12,5,4395612
mmClasicaFork,1500,12,6,4483220
mmClasicaFork,1500,12,7,4381614
mmClasicaFork,1500,12,8,4529905
mmClasicaFork,1500,12,9,4557558
mmClasicaFork,1500,12,10,4577920
mmClasicaFork,1500,12,11,4551842
mmClasicaFork,1500,12,12,4576944
mmClasicaFork,1500,12,13,4578856
mmClasicaFork,1500,12,14,4462640
mmClasicaFork,1500,12,15,4414503
mmClasicaFork,1500,12,16,4377886
mmClasicaFork,1500,12,17,4423322
mmClasicaFork,1500,12,18,4698364
mmClasicaFork,1500,12,19,4459486
mmClasicaFork,1500,12,20,4341573
mmClasicaFork,1500,12,21,4574617
mmClasicaFork,1500,12,22,4447659
mmClasicaFork,1500,12,23,4529215
mmClasicaFork,1500,12,24,4687054
mmClasicaFork,1500,12,25,4424074
mmClasicaFork,1500,12,26,4453345
mmClasicaFork,1500,12,27,4510318
mmClasicaFork,1500,12,28,4455713
mmClasicaFork,1500,12,29,4309043
mmClasicaFork,1500,12,30,4312413
mmClasicaFork,1500,16,1,4552629
mmClasicaFork,1500,16,2,4446006
mmClasicaFork,1500,16,3,4535108
mmClasicaFork,1500,16,4,4554378
mmClasicaFork,1500,16,5,4611761
mmClasicaFork,1500,16,6,4233428
mmClasicaFork,1500,16,7,3870904
mmClasicaFork,1500,16,8,3917771
mmClasicaFork,1500,16,9,3875838
mmClasicaFork,1500,16,10,3616293
mmClasicaFork,1500,16,11,3943745
