Algoritmo,Tamano_Matriz,Num_Hilos,Repeticion,Tiempo_usec
mmClasicaPosix,1000,8,1,1467540
mmClasicaPosix,1000,8,2,1661955
mmClasicaPosix,1000,8,3,1556127
mmClasicaPosix,1000,8,4,1488935
mmClasicaPosix,1000,8,5,1563462
mmClasicaPosix,1000,8,6,1537068
mmClasicaPosix,1000,8,7,1746569
mmClasicaPosix,1000,8,8,1592268
mmClasicaPosix,1000,8,9,1550228
mmClasicaPosix,1000,8,10,1600326
mmClasicaPosix,1000,8,11,1705032
mmClasicaPosix,1000,8,12,1647771
mmClasicaPosix,1000,8,13,1564587
mmClasicaPosix,1000,8,14,1598708
mmClasicaPosix,1000,8,15,1625277
mmClasicaPosix,1000,8,16,1621155
mmClasicaPosix,1000,8,17,1632650
mmClasicaPosix,1000,8,18,1656999
mmClasicaPosix,1000,8,19,1599020
mmClasicaPosix,1000,8,20,1668676
mmClasicaPosix,1000,8,21,1699105
mmClasicaPosix,1000,8,22,2416449
mmClasicaPosix,1000,8,23,2001717
mmClasicaPosix,1000,8,24,1751120
mmClasicaPosix,1000,8,25,1626772
mmClasicaPosix,1000,8,26,1579076
mmClasicaPosix,1000,8,27,1605431
mmClasicaPosix,1000,8,28,1460184
mmClasicaPosix,1000,8,29,1578753
mmClasicaPosix,1000,8,30,1628630
mmClasicaPosix,1000,12,1,1481456
mmClasicaPosix,1000,12,2,1561354
mmClasicaPosix,1000,12,3,1879649
mmClasicaPosix,1000,12,4,1541063
mmClasicaPosix,1000,12,5,1585846
mmClasicaPosix,1000,12,6,1701988
mmClasicaPosix,1000,12,7,2249479
mmClasicaPosix,1000,12,8,1572953
mmClasicaPosix,1000,12,9,1691137
mmClasicaPosix,1000,12,10,1758388
mmClasicaPosix,1000,12,11,1686134
mmClasicaPosix,1000,12,12,1672192
mmClasicaPosix,1000,12,13,1746096
mmClasicaPosix,1000,12,14,1662027
mmClasicaPosix,1000,12,15,2302333
mmClasicaPosix,1000,12,16,2027322
mmClasicaPosix,1000,12,17,2533813
mmClasicaPosix,1000,12,18,1812067
mmClasicaPosix,1000,12,19,1575174
mmClasicaPosix,1000,12,20,1626541
mmClasicaPosix,1000,12,21,1844707
mmClasicaPosix,1000,12,22,1701606
mmClasicaPosix,1000,12,23,1719710
mmClasicaPosix,1000,12,24,1908774
mmClasicaPosix,1000,12,25,1867441
mmClasicaPosix,1000,12,26,1857923
mmClasicaPosix,1000,12,27,1798185
mmClasicaPosix,1000,12,28,1851818
mmClasicaPosix,1000,12,29,1916496
mmClasicaPosix,1000,12,30,1820919
mmClasicaPosix,1000,16,1,1699799
mmClasicaPosix,1000,16,2,2205333
mmClasicaPosix,1000,16,3,1863456
mmClasicaPosix,1000,16,4,1789794
mmClasicaPosix,1000,16,5,1855505
mmClasicaPosix,1000,16,6,1727171
mmClasicaPosix,1000,16,7,1772540
mmClasicaPosix,1000,16,8,1645772
mmClasicaPosix,1000,16,9,1854278
mmClasicaPosix,1000,16,10,1782433
mmClasicaPosix,1000,16,11,1701904
mmClasicaPosix,1000,16,12,1581551
mmClasicaPosix,1000,16,13,1618331
mmClasicaPosix,1000,16,14,1655291
mmClasicaPosix,1000,16,15,1657153
mmClasicaPosix,1000,16,16,1562567
mmClasicaPosix,1000,16,17,1858719
mmClasicaPosix,1000,16,18,1606742
mmClasicaPosix,1000,16,19,1861239
mmClasicaPosix,1000,16,20,1629084
mmClasicaPosix,1000,16,21,1700569
mmClasicaPosix,1000,16,22,1617951
mmClasicaPosix,1000,16,23,1613546
mmClasicaPosix,1000,16,24,1676776
mmClasicaPosix,1000,16,25,1594879
mmClasicaPosix,1000,16,26,1522274
mmClasicaPosix,1000,16,27,1602432
mmClasicaPosix,1000,16,28,1648385
mmClasicaPosix,1000,16,29,1782623
mmClasicaPosix,1000,16,30,1777999
mmClasicaPosix,1500,1,1,26874367
mmClasicaPosix,1500,1,2,25256562
mmClasicaPosix,1500,1,3,23933994
mmClasicaPosix,1500,1,4,24429559
mmClasicaPosix,1500,1,5,25385941
mmClasicaPosix,1500,1,6,22662039
mmClasicaPosix,1500,1,7,24610454
mmClasicaPosix,1500,1,8,23123376
mmClasicaPosix,1500,1,9,24995376
mmClasicaPosix,1500,1,10,24220291
mmClasicaPosix,1500,1,11,24091075
mmClasicaPosix,1500,1,12,23614264
mmClasicaPosix,1500,1,13,23806174
mmClasicaPosix,1500,1,14,24966899
mmClasicaPosix,1500,1,15,24680238
mmClasicaPosix,1500,1,16,24381069
mmClasicaPosix,1500,1,17,23989526
mmClasicaPosix,1500,1,18,23847985
mmClasicaPosix,1500,1,19,23852523
mmClasicaPosix,1500,1,20,23828314
mmClasicaPosix,1500,1,21,25462868
mmClasicaPosix,1500,1,22,23771502
mmClasicaPosix,1500,1,23,23387854
mmClasicaPosix,1500,1,24,25750292
mmClasicaPosix,1500,1,25,23719051
mmClasicaPosix,1500,1,26,24221904
mmClasicaPosix,1500,1,27,25812916
mmClasicaPosix,1500,1,28,24723587
mmClasicaPosix,1500,1,29,23996688
mmClasicaPosix,1500,1,30,22940896
mmClasicaPosix,1500,2,1,11873466
mmClasicaPosix,1500,2,2,12426395
mmClasicaPosix,1500,2,3,12058908
mmClasicaPosix,1500,2,4,11435808
mmClasicaPosix,1500,2,5,11464666
mmClasicaPosix,1500,2,6,11322044
mmClasicaPosix,1500,2,7,10936977
mmClasicaPosix,1500,2,8,11236089
mmClasicaPosix,1500,2,9,11277918
mmClasicaPosix,1500,2,10,11562361
mmClasicaPosix,1500,2,11,11010847
mmClasicaPosix,1500,2,12,10911879
mmClasicaPosix,1500,2,13,11570873
mmClasicaPosix,1500,2,14,11230885
mmClasicaPosix,1500,2,15,11507583
mmClasicaPosix,1500,2,16,11100115
mmClasicaPosix,1500,2,17,12009072
mmClasicaPosix,1500,2,18,12784964
mmClasicaPosix,1500,2,19,11757228
mmClasicaPosix,1500,2,20,11979785
mmClasicaPosix,1500,2,21,11164287
mmClasicaPosix,1500,2,22,11074437
mmClasicaPosix,1500,2,23,10226490
mmClasicaPosix,1500,2,24,10688942
mmClasicaPosix,1500,2,25,11033302
mmClasicaPosix,1500,2,26,11016270
mmClasicaPosix,1500,2,27,10562932
mmClasicaPosix,1500,2,28,10892231
mmClasicaPosix,1500,2,29,10801078
mmClasicaPosix,1500,2,30,11349017
mmClasicaPosix,1500,4,1,5174235
mmClasicaPosix,1500,4,2,5141078
mmClasicaPosix,1500,4,3,5316429
mmClasicaPosix,1500,4,4,5894633
mmClasicaPosix,1500,4,5,6126971
mmClasicaPosix,1500,4,6,5411300
mmClasicaPosix,1500,4,7,5224551
mmClasicaPosix,1500,4,8,5238402
mmClasicaPosix,1500,4,9,4972826
mmClasicaPosix,1500,4,10,5230340
mmClasicaPosix,1500,4,11,5050793
mmClasicaPosix,1500,4,12,4878448
mmClasicaPosix,1500,4,13,4614659
mmClasicaPosix,1500,4,14,5232573
mmClasicaPosix,1500,4,15,4950174
mmClasicaPosix,1500,4,16,5186592
mmClasicaPosix,1500,4,17,5076640
mmClasicaPosix,1500,4,18,4936336
mmClasicaPosix,1500,4,19,5187146
mmClasicaPosix,1500,4,20,4960531
mmClasicaPosix,1500,4,21,5078594
mmClasicaPosix,1500,4,22,4470313
mmClasicaPosix,1500,4,23,4812349
mmClasicaPosix,1500,4,24,5042832
mmClasicaPosix,1500,4,25,4563989
mmClasicaPosix,1500,4,26,5158974
mmClasicaPosix,1500,4,27,4858892
mmClasicaPosix,1500,4,28,4635829
mmClasicaPosix,1500,4,29,5320100
mmClasicaPosix,1500,4,30,5173667
mmClasicaPosix,1500,8,1,3978109
mmClasicaPosix,1500,8,2,3998413
mmClasicaPosix,1500,8,3,4024215
mmClasicaPosix,1500,8,4,3877208
mmClasicaPosix,1500,8,5,3820380
mmClasicaPosix,1500,8,6,3908405
mmClasicaPosix,1500,8,7,3961111
mmClasicaPosix,1500,8,8,3881740
mmClasicaPosix,1500,8,9,3830439
mmClasicaPosix,1500,8,10,3967361
mmClasicaPosix,1500,8,11,3954608
mmClasicaPosix,1500,8,12,3927620
mmClasicaPosix,1500,8,13,3929927
mmClasicaPosix,1500,8,14,3935425
mmClasicaPosix,1500,8,15,3997962
mmClasicaPosix,1500,8,16,3987099
mmClasicaPosix,1500,8,17,3952849
mmClasicaPosix,1500,8,18,3959065
mmClasicaPosix,1500,8,19,3860420
mmClasicaPosix,1500,8,20,3903029
mmClasicaPosix,1500,8,21,3895749
mmClasicaPosix,1500,8,22,3964538
mmClasicaPosix,1500,8,23,3951149
mmClasicaPosix,1500,8,24,3943173
mmClasicaPosix,1500,8,25,3963819
mmClasicaPosix,1500,8,26,3875724
mmClasicaPosix,1500,8,27,3775476
mmClasicaPosix,1500,8,28,3891927
mmClasicaPosix,1500,8,29,4001584
mmClasicaPosix,1500,8,30,4010309
mmClasicaPosix,1500,12,1,3779783
mmClasicaPosix,1500,12,2,3676798
mmClasicaPosix,1500,12,3,3770165
mmClasicaPosix,1500,12,4,3694401
mmClasicaPosix,1500,12,5,3643087
mmClasicaPosix,1500,12,6,3757885
mmClasicaPosix,1500,12,7,3658994
mmClasicaPosix,1500,12,8,3775636
mmClasicaPosix,1500,12,9,3690612
mmClasicaPosix,1500,12,10,3863251
mmClasicaPosix,1500,12,11,3815554
mmClasicaPosix,1500,12,12,3818737
mmClasicaPosix,1500,12,13,3846814
mmClasicaPosix,1500,12,14,3944048
mmClasicaPosix,1500,12,15,3902070
mmClasicaPosix,1500,12,16,3742715
mmClasicaPosix,1500,12,17,3736968
mmClasicaPosix,1500,12,18,3738098
mmClasicaPosix,1500,12,19,3536476
mmClasicaPosix,1500,12,20,3758286
mmClasicaPosix,1500,12,21,3639858
mmClasicaPosix,1500,12,22,3859311
mmClasicaPosix,1500,12,23,3712030
mmClasicaPosix,1500,12,24,3698758
mmClasicaPosix,1500,12,25,3579151
mmClasicaPosix,1500,12,26,3886411
mmClasicaPosix,1500,12,27,3776358
mmClasicaPosix,1500,12,28,4017253
mmClasicaPosix,1500,12,29,3811581
mmClasicaPosix,1500,12,30,3795133
mmClasicaPosix,1500,16,1,4026675
mmClasicaPosix,1500,16,2,3890839
mmClasicaPosix,1500,16,3,3736422
mmClasicaPosix,1500,16,4,3737066
mmClasicaPosix,1500,16,5,3663418
mmClasicaPosix,1500,16,6,3696675
mmClasicaPosix,1500,16,7,3803609
