Algoritmo,Tamano_Matriz,Num_Hilos,Repeticion,Tiempo_usec
mmClasicaPosix,1500,16,8,3689184
mmClasicaPosix,1500,16,9,3804089
mmClasicaPosix,1500,16,10,3635635
mmClasicaPosix,1500,16,11,3713723
mmClasicaPosix,1500,16,12,3663628
mmClasicaPosix,1500,16,13,3761524
mmClasicaPosix,1500,16,14,3705851
mmClasicaPosix,1500,16,15,3804262
mmClasicaPosix,1500,16,16,3772977
mmClasicaPosix,1500,16,17,3790106
mmClasicaPosix,1500,16,18,4448504
mmClasicaPosix,1500,16,19,3759059
mmClasicaPosix,1500,16,20,3580996
mmClasicaPosix,1500,16,21,3631560
mmClasicaPosix,1500,16,22,3965777
mmClasicaPosix,1500,16,23,3686311
mmClasicaPosix,1500,16,24,3597437
mmClasicaPosix,1500,16,25,3718443
mmClasicaPosix,1500,16,26,3586912
mmClasicaPosix,1500,16,27,3697056
mmClasicaPosix,1500,16,28,3643346
mmClasicaPosix,1500,16,29,3641447
mmClasicaPosix,1500,16,30,3812329
mmClasicaFork,100,1,1,8913
mmClasicaFork,100,1,2,10315
mmClasicaFork,100,1,3,6554
mmClasicaFork,100,1,4,7909
mmClasicaFork,100,1,5,4003
mmClasicaFork,100,1,6,3994
mmClasicaFork,100,1,7,5984
mmClasicaFork,100,1,8,4152
mmClasicaFork,100,1,9,4638
mmClasicaFork,100,1,10,10247
mmClasicaFork,100,1,11,8055
mmClasicaFork,100,1,12,7102
mmClasicaFork,100,1,13,5517
mmClasicaFork,100,1,14,3977
mmClasicaFork,100,1,15,10313
mmClasicaFork,100,1,16,8284
mmClasicaFork,100,1,17,6792
mmClasicaFork,100,1,18,5121
mmClasicaFork,100,1,19,4150
mmClasicaFork,100,1,20,4253
mmClasicaFork,100,1,21,6356
mmClasicaFork,100,1,22,4062
mmClasicaFork,100,1,23,4282
mmClasicaFork,100,1,24,4329
mmClasicaFork,100,1,25,7302
mmClasicaFork,100,1,26,4205
mmClasicaFork,100,1,27,4104
mmClasicaFork,100,1,28,5046
mmClasicaFork,100,1,29,4099
mmClasicaFork,100,1,30,8279
mmClasicaFork,100,2,1,2893
mmClasicaFork,100,2,2,2273
mmClasicaFork,100,2,3,4682
mmClasicaFork,100,2,4,3680
mmClasicaFork,100,2,5,5665
mmClasicaFork,100,2,6,3796
mmClasicaFork,100,2,7,7279
mmClasicaFork,100,2,8,2947
mmClasicaFork,100,2,9,2167
mmClasicaFork,100,2,10,2236
mmClasicaFork,100,2,11,2242
mmClasicaFork,100,2,12,2364
mmClasicaFork,100,2,13,2151
mmClasicaFork,100,2,14,2195
mmClasicaFork,100,2,15,2374
mmClasicaFork,100,2,16,7151
mmClasicaFork,100,2,17,3088
mmClasicaFork,100,2,18,3208
mmClasicaFork,100,2,19,6975
mmClasicaFork,100,2,20,6393
mmClasicaFork,100,2,21,2606
mmClasicaFork,100,2,22,5341
mmClasicaFork,100,2,23,3430
mmClasicaFork,100,2,24,2998
mmClasicaFork,100,2,25,2140
mmClasicaFork,100,2,26,3758
mmClasicaFork,100,2,27,5836
mmClasicaFork,100,2,28,3045
mmClasicaFork,100,2,29,2204
mmClasicaFork,100,2,30,4758
mmClasicaFork,100,4,1,3721
mmClasicaFork,100,4,2,3051
mmClasicaFork,100,4,3,2206
mmClasicaFork,100,4,4,1591
mmClasicaFork,100,4,5,1707
mmClasicaFork,100,4,6,2253
mmClasicaFork,100,4,7,2324
mmClasicaFork,100,4,8,10192
mmClasicaFork,100,4,9,1446
mmClasicaFork,100,4,10,2473
mmClasicaFork,100,4,11,2354
mmClasicaFork,100,4,12,3434
mmClasicaFork,100,4,13,2710
mmClasicaFork,100,4,14,3683
mmClasicaFork,100,4,15,3239
mmClasicaFork,100,4,16,1865
mmClasicaFork,100,4,17,1909
mmClasicaFork,100,4,18,2077
mmClasicaFork,100,4,19,1527
mmClasicaFork,100,4,20,2107
mmClasicaFork,100,4,21,1470
mmClasicaFork,100,4,22,1456
mmClasicaFork,100,4,23,2265
mmClasicaFork,100,4,24,1894
mmClasicaFork,100,4,25,1447
mmClasicaFork,100,4,26,1442
mmClasicaFork,100,4,27,1661
mmClasicaFork,100,4,28,1402
mmClasicaFork,100,4,29,1623
mmClasicaFork,100,4,30,1381
mmClasicaFork,100,8,1,1987
mmClasicaFork,100,8,2,2019
mmClasicaFork,100,8,3,3475
mmClasicaFork,100,8,4,3030
mmClasicaFork,100,8,5,2572
mmClasicaFork,100,8,6,1964
mmClasicaFork,100,8,7,3141
mmClasicaFork,100,8,8,5527
mmClasicaFork,100,8,9,6440
mmClasicaFork,100,8,10,1940
mmClasicaFork,100,8,11,2399
mmClasicaFork,100,8,12,2854
mmClasicaFork,100,8,13,2959
mmClasicaFork,100,8,14,2537
mmClasicaFork,100,8,15,2385
mmClasicaFork,100,8,16,1945
mmClasicaFork,100,8,17,1998
mmClasicaFork,100,8,18,2092
mmClasicaFork,100,8,19,2018
mmClasicaFork,100,8,20,2885
mmClasicaFork,100,8,21,2036
mmClasicaFork,100,8,22,2203
mmClasicaFork,100,8,23,1976
mmClasicaFork,100,8,24,2042
mmClasicaFork,100,8,25,2064
mmClasicaFork,100,8,26,2280
mmClasicaFork,100,8,27,2777
mmClasicaFork,100,8,28,2211
mmClasicaFork,100,8,29,1972
mmClasicaFork,100,8,30,1836
mmClasicaFork,100,12,1,2060
mmClasicaFork,100,12,2,2328
mmClasicaFork,100,12,3,2349
mmClasicaFork,100,12,4,2160
mmClasicaFork,100,12,5,2187
mmClasicaFork,100,12,6,2321
mmClasicaFork,100,12,7,2388
mmClasicaFork,100,12,8,3164
mmClasicaFork,100,12,9,5529
mmClasicaFork,100,12,10,5920
mmClasicaFork,100,12,11,2091
mmClasicaFork,100,12,12,2128
mmClasicaFork,100,12,13,2282
mmClasicaFork,100,12,14,2193
mmClasicaFork,100,12,15,2082
mmClasicaFork,100,12,16,2254
mmClasicaFork,100,12,17,2392
mmClasicaFork,100,12,18,2311
mmClasicaFork,100,12,19,2100
mmClasicaFork,100,12,20,2117
mmClasicaFork,100,12,21,2095
mmClasicaFork,100,12,22,2268
mmClasicaFork,100,12,23,2582
mmClasicaFork,100,12,24,2329
mmClasicaFork,100,12,25,2281
mmClasicaFork,100,12,26,2478
mmClasicaFork,100,12,27,2057
mmClasicaFork,100,12,28,2385
mmClasicaFork,100,12,29,2749
mmClasicaFork,100,12,30,2458
mmClasicaFork,100,16,1,2770
mmClasicaFork,100,16,2,2982
mmClasicaFork,100,16,3,3809
mmClasicaFork,100,16,4,3280
mmClasicaFork,100,16,5,2747
mmClasicaFork,100,16,6,3712
mmClasicaFork,100,16,7,3228
mmClasicaFork,100,16,8,7644
mmClasicaFork,100,16,9,3117
mmClasicaFork,100,16,10,2359
mmClasicaFork,100,16,11,4493
mmClasicaFork,100,16,12,3047
mmClasicaFork,100,16,13,3089
mmClasicaFork,100,16,14,2517
mmClasicaFork,100,16,15,3290
mmClasicaFork,100,16,16,2979
mmClasicaFork,100,16,17,2997
mmClasicaFork,100,16,18,2899
mmClasicaFork,100,16,19,3231
mmClasicaFork,100,16,20,3131
mmClasicaFork,100,16,21,2924
mmClasicaFork,100,16,22,3021
mmClasicaFork,100,16,23,2494
mmClasicaFork,100,16,24,2371
mmClasicaFork,100,16,25,2452
mmClasicaFork,100,16,26,2354
mmClasicaFork,100,16,27,2399
mmClasicaFork,100,16,28,2350
mmClasicaFork,100,16,29,2611
mmClasicaFork,100,16,30,2563
mmClasicaFork,500,1,1,482382
mmClasicaFork,500,1,2,490248
mmClasicaFork,500,1,3,476830
mmClasicaFork,500,1,4,478315
mmClasicaFork,500,1,5,485209
mmClasicaFork,500,1,6,501671
mmClasicaFork,500,1,7,487397
mmClasicaFork,500,1,8,499206
mmClasicaFork,500,1,9,477472
mmClasicaFork,500,1,10,490863
mmClasicaFork,500,1,11,470519
mmClasicaFork,500,1,12,489742
mmClasicaFork,500,1,13,480246
mmClasicaFork,500,1,14,383917
mmClasicaFork,500,1,15,553081
mmClasicaFork,500,1,16,505051
mmClasicaFork,500,1,17,486655
mmClasicaFork,500,1,18,513402
mmClasicaFork,500,1,19,391433
mmClasicaFork,500,1,20,486662
mmClasicaFork,500,1,21,500662
mmClasicaFork,500,1,22,484411
mmClasicaFork,500,1,23,492477
mmClasicaFork,500,1,24,478300
mmClasicaFork,500,1,25,499911
mmClasicaFork,500,1,26,514153
mmClasicaFork,500,1,27,489231
mmClasicaFork,500,1,28,491152
mmClasicaFork,500,1,29,476923
mmClasicaFork,500,1,30,447445
mmClasicaFork,500,2,1,244945
mmClasicaFork,500,2,2,263377
mmClasicaFork,500,2,3,247280
mmClasicaFork,500,2,4,248699
mmClasicaFork,500,2,5,249378
mmClasicaFork,500,2,6,242093
mmClasicaFork,500,2,7,251195
mmClasicaFork,500,2,8,248179
mmClasicaFork,500,2,9,257318
mmClasicaFork,500,2,10,247586
mmClasicaFork,500,2,11,246057
mmClasicaFork,500,2,12,247270
mmClasicaFork,500,2,13,252273
mmClasicaFork,500,2,14,243653
mmClasicaFork,500,2,15,251267
mmClasicaFork,500,2,16,241668
mmClasicaFork,500,2,17,243379
mmClasicaFork,500,2,18,242338
mmClasicaFork,500,2,19,238346
mmClasicaFork,500,2,20,242823
mmClasicaFork,500,2,21,238995
mmClasicaFork,500,2,22,243095
mmClasicaFork,500,2,23,237449
mmClasicaFork,500,2,24,244020
mmClasicaFork,500,2,25,238584
mmClasicaFork,500,2,26,250685
mmClasicaFork,500,2,27,245110
mmClasicaFork,500,2,28,240788
mmClasicaFork,500,2,29,239924
mmClasicaFork,500,2,30,251502
mmClasicaFork,500,4,1,146368
mmClasicaFork,500,4,2,141080
mmClasicaFork,500,4,3,126011
mmClasicaFork,500,4,4,125151
mmClasicaFork,500,4,5,128719
mmClasicaFork,500,4,6,121959
mmClasicaFork,500,4,7,126354
mmClasicaFork,500,4,8,128727
mmClasicaFork,500,4,9,125315
mmClasicaFork,500,4,10,122022
mmClasicaFork,500,4,11,129367
mmClasicaFork,500,4,12,128406
mmClasicaFork,500,4,13,129236
mmClasicaFork,500,4,14,127664
mmClasicaFork,500,4,15,122240
mmClasicaFork,500,4,16,128845
mmClasicaFork,500,4,17,126238
mmClasicaFork,500,4,18,125175
mmClasicaFork,500,4,19,130399
mmClasicaFork,500,4,20,122051
mmClasicaFork,500,4,21,132457
mmClasicaFork,500,4,22,130651
mmClasicaFork,500,4,23,130145
mmClasicaFork,500,4,24,128025
mmClasicaFork,500,4,25,126514
mmClasicaFork,500,4,26,133558
mmClasicaFork,500,4,27,128206
mmClasicaFork,500,4,28,138442
mmClasicaFork,500,4,29,126650
mmClasicaFork,500,4,30,124466
mmClasicaFork,500,8,1,142732
mmClasicaFork,500,8,2,125293
mmClasicaFork,500,8,3,129325
mmClasicaFork,500,8,4,137151
mmClasicaFork,500,8,5,134235
mmClasicaFork,500,8,6,139528
mmClasicaFork,500,8,7,127313
mmClasicaFork,500,8,8,123495
mmClasicaFork,500,8,9,133563
mmClasicaFork,500,8,10,126270
mmClasicaFork,500,8,11,123463
mmClasicaFork,500,8,12,117324
mmClasicaFork,500,8,13,118700
mmClasicaFork,500,8,14,130039
mmClasicaFork,500,8,15,131718
mmClasicaFork,500,8,16,125200
mmClasicaFork,500,8,17,133130
mmClasicaFork,500,8,18,121169
mmClasicaFork,500,8,19,133142
mmClasicaFork,500,8,20,128437
mmClasicaFork,500,8,21,127890
mmClasicaFork,500,8,22,128845
mmClasicaFork,500,8,23,118770
mmClasicaFork,500,8,24,126999
mmClasicaFork,500,8,25,126403
mmClasicaFork,500,8,26,129603
mmClasicaFork,500,8,27,129919
mmClasicaFork,500,8,28,129462
mmClasicaFork,500,8,29,130492
mmClasicaFork,500,8,30,125253
mmClasicaFork,500,12,1,138054
mmClasicaFork,500,12,2,134018
mmClasicaFork,500,12,3,131669
mmClasicaFork,500,12,4,126873
mmClasicaFork,500,12,5,124828
mmClasicaFork,500,12,6,128681
mmClasicaFork,500,12,7,128290
mmClasicaFork,500,12,8,128712
mmClasicaFork,500,12,9,129731
mmClasicaFork,500,12,10,128421
mmClasicaFork,500,12,11,124907
mmClasicaFork,500,12,12,129807
mmClasicaFork,500,12,13,127912
mmClasicaFork,500,12,14,129019
mmClasicaFork,500,12,15,130677
mmClasicaFork,500,12,16,136460
mmClasicaFork,500,12,17,140052
mmClasicaFork,500,12,18,129006
mmClasicaFork,500,12,19,130204
mmClasicaFork,500,12,20,126040
mmClasicaFork,500,12,21,123704
mmClasicaFork,500,12,22,121802
mmClasicaFork,500,12,23,120162
mmClasicaFork,500,12,24,124044
mmClasicaFork,500,12,25,122974
mmClasicaFork,500,12,26,131805
mmClasicaFork,500,12,27,128782
mmClasicaFork,500,12,28,131080
mmClasicaFork,500,12,29,131793
mmClasicaFork,500,12,30,140270
mmClasicaFork,500,16,1,136138
mmClasicaFork,500,16,2,132014
mmClasicaFork,500,16,3,124073
mmClasicaFork,500,16,4,125369
mmClasicaFork,500,16,5,128290
mmClasicaFork,500,16,6,136389
mmClasicaFork,500,16,7,130120
mmClasicaFork,500,16,8,125741
mmClasicaFork,500,16,9,128663
mmClasicaFork,500,16,10,129641
mmClasicaFork,500,16,11,126114
mmClasicaFork,500,16,12,130209
mmClasicaFork,500,16,13,121801
mmClasicaFork,500,16,14,125923
mmClasicaFork,500,16,15,121129
mmClasicaFork,500,16,16,120694
mmClasicaFork,500,16,17,120965
mmClasicaFork,500,16,18,128947
mmClasicaFork,500,16,19,128768
mmClasicaFork,500,16,20,124230
mmClasicaFork,500,16,21,127086
mmClasicaFork,500,16,22,120303
mmClasicaFork,500,16,23,119225
mmClasicaFork,500,16,24,119975
mmClasicaFork,500,16,25,119237
mmClasicaFork,500,16,26,127543
mmClasicaFork,500,16,27,130295
mmClasicaFork,500,16,28,128140
mmClasicaFork,500,16,29,125389
mmClasicaFork,500,16,30,129223
mmClasicaFork,1000,1,1,4935852
mmClasicaFork,1000,1,2,4926905
mmClasicaFork,1000,1,3,4860644
mmClasicaFork,1000,1,4,4819468
mmClasicaFork,1000,1,5,4903139
mmClasicaFork,1000,1,6,5003556
mmClasicaFork,1000,1,7,4694804
mmClasicaFork,1000,1,8,4700731
mmClasicaFork,1000,1,9,4880038
mmClasicaFork,1000,1,10,4078481
mmClasicaFork,1000,1,11,5035730
mmClasicaFork,1000,1,12,5105784
mmClasicaFork,1000,1,13,4956600
mmClasicaFork,1000,1,14,5083076
mmClasicaFork,1000,1,15,4486166
mmClasicaFork,1000,1,16,4837618
mmClasicaFork,1000,1,17,4802984
mmClasicaFork,1000,1,18,4058364
mmClasicaFork,1000,1,19,4938301
mmClasicaFork,1000,1,20,4860390
mmClasicaFork,1000,1,21,4787532
mmClasicaFork,1000,1,22,4653475
mmClasicaFork,1000,1,23,4504667
mmClasicaFork,1000,1,24,4992609
mmClasicaFork,1000,1,25,4921280
mmClasicaFork,1000,1,26,4703456
mmClasicaFork,1000,1,27,4934453
mmClasicaFork,1000,1,28,4865030
mmClasicaFork,1000,1,29,4782762
mmClasicaFork,1000,1,30,4816590
mmClasicaFork,1000,2,1,2302584
mmClasicaFork,1000,2,2,2293614
mmClasicaFork,1000,2,3,2297682
mmClasicaFork,1000,2,4,2325531
mmClasicaFork,1000,2,5,2255668
mmClasicaFork,1000,2,6,2510614
mmClasicaFork,1000,2,7,2519889
mmClasicaFork,1000,2,8,2410518
mmClasicaFork,1000,2,9,2334135
mmClasicaFork,1000,2,10,2373811
mmClasicaFork,1000,2,11,2308283
mmClasicaFork,1000,2,12,2249412
mmClasicaFork,1000,2,13,2353167
mmClasicaFork,1000,2,14,2374125
mmClasicaFork,1000,2,15,2335509
mmClasicaFork,1000,2,16,2329813
mmClasicaFork,1000,2,17,2311437
mmClasicaFork,1000,2,18,2558623
mmClasicaFork,1000,2,19,2144734
mmClasicaFork,1000,2,20,2425558
mmClasicaFork,1000,2,21,2249958
mmClasicaFork,1000,2,22,2360798
mmClasicaFork,1000,2,23,2283026
mmClasicaFork,1000,2,24,2280077
mmClasicaFork,1000,2,25,2322841
mmClasicaFork,1000,2,26,2240358
mmClasicaFork,1000,2,27,2414929
mmClasicaFork,1000,2,28,2292662
mmClasicaFork,1000,2,29,2326919
mmClasicaFork,1000,2,30,2293271
mmClasicaFork,1000,4,1,1062985
mmClasicaFork,1000,4,2,1063564
mmClasicaFork,1000,4,3,1056085
mmClasicaFork,1000,4,4,1051323
mmClasicaFork,1000,4,5,1088751
mmClasicaFork,1000,4,6,1031380
mmClasicaFork,1000,4,7,1059409
mmClasicaFork,1000,4,8,1021458
mmClasicaFork,1000,4,9,1041200
mmClasicaFork,1000,4,10,1083750
mmClasicaFork,1000,4,11,1062996
mmClasicaFork,1000,4,12,1047910
mmClasicaFork,1000,4,13,1060570
mmClasicaFork,1000,4,14,1057508
mmClasicaFork,1000,4,15,1044105
mmClasicaFork,1000,4,16,1072081
mmClasicaFork,1000,4,17,1032990
mmClasicaFork,1000,4,18,1075848
mmClasicaFork,1000,4,19,1061782
mmClasicaFork,1000,4,20,1049319
mmClasicaFork,1000,4,21,1074872
mmClasicaFork,1000,4,22,1085278
mmClasicaFork,1000,4,23,1082022
mmClasicaFork,1000,4,24,1049111
mmClasicaFork,1000,4,25,1057852
mmClasicaFork,1000,4,26,1038234
mmClasicaFork,1000,4,27,1049680
mmClasicaFork,1000,4,28,1061559
mmClasicaFork,1000,4,29,1016457
mmClasicaFork,1000,4,30,1053169
mmClasicaFork,1000,8,1,1231938
mmClasicaFork,1000,8,2,1455706
mmClasicaFork,1000,8,3,1386358
mmClasicaFork,1000,8,4,1028898
mmClasicaFork,1000,8,5,1055689
mmClasicaFork,1000,8,6,1070551
mmClasicaFork,1000,8,7,1029637
mmClasicaFork,1000,8,8,1040916
mmClasicaFork,1000,8,9,1038967
mmClasicaFork,1000,8,10,982063
mmClasicaFork,1000,8,11,997521
mmClasicaFork,1000,8,12,1041454
mmClasicaFork,1000,8,13,1070155
mmClasicaFork,1000,8,14,1004727
mmClasicaFork,1000,8,15,1076880
mmClasicaFork,1000,8,16,986622
mmClasicaFork,1000,8,17,1043037
mmClasicaFork,1000,8,18,1039555
mmClasicaFork,1000,8,19,1025212
mmClasicaFork,1000,8,20,1057929
mmClasicaFork,1000,8,21,1061940
mmClasicaFork,1000,8,22,1039581
mmClasicaFork,1000,8,23,1051461
mmClasicaFork,1000,8,24,1070027
mmClasicaFork,1000,8,25,966782
mmClasicaFork,1000,8,26,993734
mmClasicaFork,1000,8,27,1103569
mmClasicaFork,1000,8,28,1234654
mmClasicaFork,1000,8,29,1110532
mmClasicaFork,1000,8,30,1067752
mmClasicaFork,1000,12,1,1048442
mmClasicaFork,1000,12,2,1064179
mmClasicaFork,1000,12,3,1059901
mmClasicaFork,1000,12,4,982627
mmClasicaFork,1000,12,5,1062424
mmClasicaFork,1000,12,6,970788
mmClasicaFork,1000,12,7,1095233
mmClasicaFork,1000,12,8,1064060
mmClasicaFork,1000,12,9,1058854
mmClasicaFork,1000,12,10,1057024
mmClasicaFork,1000,12,11,1054402
mmClasicaFork,1000,12,12,1067107
mmClasicaFork,1000,12,13,1066096
mmClasicaFork,1000,12,14,1071727
mmClasicaFork,1000,12,15,1065522
mmClasicaFork,1000,12,16,984111
mmClasicaFork,1000,12,17,1078062
mmClasicaFork,1000,12,18,1066242
mmClasicaFork,1000,12,19,1059486
mmClasicaFork,1000,12,20,1052395
mmClasicaFork,1000,12,21,1061137
mmClasicaFork,1000,12,22,1045364
mmClasicaFork,1000,12,23,974248
mmClasicaFork,1000,12,24,1004883
mmClasicaFork,1000,12,25,969233
mmClasicaFork,1000,12,26,1054839
mmClasicaFork,1000,12,27,1117667
mmClasicaFork,1000,12,28,1174429
mmClasicaFork,1000,12,29,1098732
mmClasicaFork,1000,12,30,1205989
mmClasicaFork,1000,16,1,1067662
mmClasicaFork,1000,16,2,1121319
mmClasicaFork,1000,16,3,1171377
mmClasicaFork,1000,16,4,1065946
mmClasicaFork,1000,16,5,965470
mmClasicaFork,1000,16,6,981209
mmClasicaFork,1000,16,7,1047833
mmClasicaFork,1000,16,8,1089411
mmClasicaFork,1000,16,9,1094119
mmClasicaFork,1000,16,10,1047122
mmClasicaFork,1000,16,11,970159
mmClasicaFork,1000,16,12,1055624
mmClasicaFork,1000,16,13,981040
mmClasicaFork,1000,16,14,1095888
mmClasicaFork,1000,16,15,917111
mmClasicaFork,1000,16,16,1076381
mmClasicaFork,1000,16,17,1052990
mmClasicaFork,1000,16,18,1067159
mmClasicaFork,1000,16,19,1045895
mmClasicaFork,1000,16,20,1063012
mmClasicaFork,1000,16,21,1092027
mmClasicaFork,1000,16,22,1074648
mmClasicaFork,1000,16,23,1069502
mmClasicaFork,1000,16,24,1042574
mmClasicaFork,1000,16,25,1050528
mmClasicaFork,1000,16,26,1049019
mmClasicaFork,1000,16,27,1072934
mmClasicaFork,1000,16,28,1077824
mmClasicaFork,1000,16,29,1073986
mmClasicaFork,1000,16,30,1034249
mmClasicaFork,1500,1,1,21730358
mmClasicaFork,1500,1,2,21532833
mmClasicaFork,1500,1,3,19650762
mmClasicaFork,1500,1,4,21846606
mmClasicaFork,1500,1,5,21540250
mmClasicaFork,1500,1,6,21989476
mmClasicaFork,1500,1,7,20609864
mmClasicaFork,1500,1,8,19704317
mmClasicaFork,1500,1,9,20588946
mmClasicaFork,1500,1,10,21873726
mmClasicaFork,1500,1,11,21622683
mmClasicaFork,1500,1,12,21931097
mmClasicaFork,1500,1,13,22278232
mmClasicaFork,1500,1,14,21739058
mmClasicaFork,1500,1,15,20329388
mmClasicaFork,1500,1,16,20604011
mmClasicaFork,1500,1,17,21490862
mmClasicaFork,1500,1,18,20816829
mmClasicaFork,1500,1,19,21819704
mmClasicaFork,1500,1,20,21681818
mmClasicaFork,1500,1,21,20024813
mmClasicaFork,1500,1,22,19892421
mmClasicaFork,1500,1,23,21463430
mmClasicaFork,1500,1,24,21946106
mmClasicaFork,1500,1,25,21006351
mmClasicaFork,1500,1,26,19785404
mmClasicaFork,1500,1,27,20425912
mmClasicaFork,1500,1,28,21672535
mmClasicaFork,1500,1,29,21038987
mmClasicaFork,1500,1,30,20671876
mmClasicaFork,1500,2,1,10786303
mmClasicaFork,1500,2,2,10360204
mmClasicaFork,1500,2,3,9731025
mmClasicaFork,1500,2,4,9287398
mmClasicaFork,1500,2,5,9764334
mmClasicaFork,1500,2,6,10319687
mmClasicaFork,1500,2,7,10355053
mmClasicaFork,1500,2,8,10520589
mmClasicaFork,1500,2,9,10568597
mmClasicaFork,1500,2,10,10552799
mmClasicaFork,1500,2,11,10693123
mmClasicaFork,1500,2,12,10272342
mmClasicaFork,1500,2,13,10399812
mmClasicaFork,1500,2,14,10545160
mmClasicaFork,1500,2,15,9988654
mmClasicaFork,1500,2,16,10061715
mmClasicaFork,1500,2,17,10432960
mmClasicaFork,1500,2,18,9892784
mmClasicaFork,1500,2,19,9480350
mmClasicaFork,1500,2,20,10537531
mmClasicaFork,1500,2,21,10242531
mmClasicaFork,1500,2,22,10292490
mmClasicaFork,1500,2,23,10362083
mmClasicaFork,1500,2,24,10167998
mmClasicaFork,1500,2,25,9701470
mmClasicaFork,1500,2,26,10549469
mmClasicaFork,1500,2,27,10358143
mmClasicaFork,1500,2,28,9887648
mmClasicaFork,1500,2,29,10981384
mmClasicaFork,1500,2,30,10215663
mmClasicaFork,1500,4,1,4780825
mmClasicaFork,1500,4,2,4770806
mmClasicaFork,1500,4,3,5133381
mmClasicaFork,1500,4,4,5166704
mmClasicaFork,1500,4,5,5109945
mmClasicaFork,1500,4,6,4496577
mmClasicaFork,1500,4,7,4977462
mmClasicaFork,1500,4,8,4764700
mmClasicaFork,1500,4,9,4720779
mmClasicaFork,1500,4,10,5243554
mmClasicaFork,1500,4,11,4791389
mmClasicaFork,1500,4,12,5146305
mmClasicaFork,1500,4,13,4687329
mmClasicaFork,1500,4,14,4945985
mmClasicaFork,1500,4,15,5180227
mmClasicaFork,1500,4,16,5270471
mmClasicaFork,1500,4,17,4756270
mmClasicaFork,1500,4,18,4765985
mmClasicaFork,1500,4,19,4557924
mmClasicaFork,1500,4,20,4698957
mmClasicaFork,1500,4,21,5187459
mmClasicaFork,1500,4,22,4764151
mmClasicaFork,1500,4,23,4555552
mmClasicaFork,1500,4,24,4829273
mmClasicaFork,1500,4,25,5189246
mmClasicaFork,1500,4,26,4727360
mmClasicaFork,1500,4,27,4761375
mmClasicaFork,1500,4,28,5180602
mmClasicaFork,1500,4,29,4901158
mmClasicaFork,1500,4,30,4739488
mmClasicaFork,1500,8,1,3935463
mmClasicaFork,1500,8,2,4112584
mmClasicaFork,1500,8,3,4044904
mmClasicaFork,1500,8,4,3998024
mmClasicaFork,1500,8,5,4019492
mmClasicaFork,1500,8,6,4062538
mmClasicaFork,1500,8,7,3992042
mmClasicaFork,1500,8,8,4106543
mmClasicaFork,1500,8,9,4065021
mmClasicaFork,1500,8,10,4017754
mmClasicaFork,1500,8,11,4015546
mmClasicaFork,1500,8,12,3781166
mmClasicaFork,1500,8,13,3727130
mmClasicaFork,1500,8,14,3868409
mmClasicaFork,1500,8,15,3977181
mmClasicaFork,1500,8,16,3870391
mmClasicaFork,1500,8,17,3867674
mmClasicaFork,1500,8,18,3991530
mmClasicaFork,1500,8,19,3917503
mmClasicaFork,1500,8,20,3988167
mmClasicaFork,1500,8,21,4054814
mmClasicaFork,1500,8,22,3908816
mmClasicaFork,1500,8,23,3915052
mmClasicaFork,1500,8,24,3929903
mmClasicaFork,1500,8,25,3983662
mmClasicaFork,1500,8,26,4008782
mmClasicaFork,1500,8,27,3898277
mmClasicaFork,1500,8,28,3923618
mmClasicaFork,1500,8,29,3839014
mmClasicaFork,1500,8,30,3946687
mmClasicaFork,1500,12,1,3780268
mmClasicaFork,1500,12,2,3892635
mmClasicaFork,1500,12,3,3809912
mmClasicaFork,1500,12,4,3835438
mmClasicaFork,1500,12,5,3775513
mmClasicaFork,1500,12,6,3623622
mmClasicaFork,1500,12,7,3949841
mmClasicaFork,1500,12,8,3895314
mmClasicaFork,1500,12,9,3809308
mmClasicaFork,1500,12,10,3961970
mmClasicaFork,1500,12,11,3853988
mmClasicaFork,1500,12,12,3692778
mmClasicaFork,1500,12,13,3942953
mmClasicaFork,1500,12,14,3846575
mmClasicaFork,1500,12,15,3880123
mmClasicaFork,1500,12,16,3795293
mmClasicaFork,1500,12,17,4222438
mmClasicaFork,1500,12,18,3970474
mmClasicaFork,1500,12,19,3949812
mmClasicaFork,1500,12,20,3836526
mmClasicaFork,1500,12,21,3812118
mmClasicaFork,1500,12,22,3909393
mmClasicaFork,1500,12,23,3894764
mmClasicaFork,1500,12,24,3798159
mmClasicaFork,1500,12,25,3812830
mmClasicaFork,1500,12,26,3914215
mmClasicaFork,1500,12,27,3861694
mmClasicaFork,1500,12,28,3949430
mmClasicaFork,1500,12,29,3824648
mmClasicaFork,1500,12,30,3758442
mmClasicaFork,1500,16,1,3715291
mmClasicaFork,1500,16,2,3890569
mmClasicaFork,1500,16,3,4065453
mmClasicaFork,1500,16,4,3781579
mmClasicaFork,1500,16,5,4418625
mmClasicaFork,1500,16,6,4020368
mmClasicaFork,1500,16,7,4074743
mmClasicaFork,1500,16,8,3850012
mmClasicaFork,1500,16,9,4056496
mmClasicaFork,1500,16,10,3860746
mmClasicaFork,1500,16,11,3829786
mmClasicaFork,1500,16,12,3858585
mmClasicaFork,1500,16,13,3987265
mmClasicaFork,1500,16,14,3845486
mmClasicaFork,1500,16,15,3665223
mmClasicaFork,1500,16,16,3842064
mmClasicaFork,1500,16,17,3974246
mmClasicaFork,1500,16,18,3665685
mmClasicaFork,1500,16,19,4139536
mmClasicaFork,1500,16,20,3911696
